date,region,country,category,subcategory,segment,quantity,unit_price,revenue,cost,profit,profit_margin
2023-10-27,Latin America,Argentina,Electronics,Accessories,Consumer,1,121.55,121.55,57.23,64.32,0.5292
2024-05-10,Latin America,Chile,Clothing,Outerwear,Corporate,1,391.95,391.95,204.16,187.79,0.4791
2023-07-30,North America,Mexico,Office Supplies,Labels,Home Office,2,423.41,846.82,522.12,324.7,0.3834
2023-12-07,Latin America,Brazil,Office Supplies,Binders,Consumer,4,35.22,140.88,89.84,51.04,0.3623
2024-01-08,Asia Pacific,India,Clothing,Shirts,Consumer,1,35.1,35.1,27.43,7.67,0.2185
2024-08-26,Latin America,Chile,Clothing,Outerwear,Corporate,3,214.98,644.94,376.99,267.95,0.4155
2024-11-14,Latin America,Argentina,Furniture,Desks,Home Office,5,112.94,564.7,340.38,224.32,0.3972
2023-07-04,North America,United States,Electronics,Audio,Home Office,4,268.93,1075.72,580.4,495.32,0.4605
2024-05-03,North America,Canada,Clothing,Pants,Home Office,4,43.16,172.64,104.92,67.72,0.3923
2024-04-19,Latin America,Brazil,Clothing,Shoes,Corporate,4,302.11,1208.44,709.78,498.66,0.4126
2023-02-25,Latin America,Argentina,Clothing,Pants,Corporate,4,298.74,1194.96,898.3,296.66,0.2483
2024-06-28,North America,Mexico,Electronics,Phones,Corporate,2,494.29,988.58,444.15,544.43,0.5507
2024-05-09,Europe,Germany,Electronics,Accessories,Home Office,2,150.84,301.68,140.46,161.22,0.5344
2023-01-30,Europe,United Kingdom,Furniture,Tables,Home Office,5,465.25,2326.25,1165.2,1161.05,0.4991
2024-02-16,North America,Canada,Electronics,Accessories,Home Office,3,356.78,1070.34,719.29,351.05,0.328
2022-01-05,Latin America,Chile,Furniture,Tables,Corporate,4,273.47,1093.88,608.98,484.9,0.4433
2022-10-15,Asia Pacific,China,Furniture,Storage,Consumer,4,360.55,1442.2,604.89,837.31,0.5806
2024-02-23,Asia Pacific,Australia,Office Supplies,Binders,Home Office,4,392.14,1568.56,841.15,727.41,0.4637
2022-08-07,North America,Mexico,Electronics,Audio,Consumer,3,181.53,544.59,285.59,259.0,0.4756
2022-10-21,North America,Canada,Furniture,Desks,Corporate,3,485.61,1456.83,795.52,661.31,0.4539
2022-03-03,Latin America,Colombia,Clothing,Shoes,Consumer,2,30.6,61.2,42.16,19.04,0.3111
2022-09-24,Europe,United Kingdom,Furniture,Chairs,Corporate,1,451.96,451.96,197.6,254.36,0.5628
2023-10-30,Latin America,Colombia,Furniture,Tables,Home Office,4,287.27,1149.08,816.64,332.44,0.2893
2022-11-23,Latin America,Argentina,Electronics,Audio,Consumer,3,288.02,864.06,621.16,242.9,0.2811
2022-12-22,North America,Canada,Clothing,Outerwear,Corporate,1,219.28,219.28,108.28,111.0,0.5062
2023-01-10,North America,Canada,Electronics,Phones,Corporate,1,353.78,353.78,166.81,186.97,0.5285
2024-09-25,Asia Pacific,Australia,Electronics,Computers,Consumer,2,343.74,687.48,475.91,211.57,0.3077
2022-01-08,North America,Mexico,Clothing,Outerwear,Corporate,3,474.09,1422.27,606.92,815.35,0.5733
2023-07-19,Latin America,Argentina,Electronics,Phones,Corporate,4,213.38,853.52,639.95,213.57,0.2502
2023-10-17,North America,United States,Office Supplies,Pens,Corporate,5,229.19,1145.95,584.79,561.16,0.4897
2022-04-15,Europe,Spain,Electronics,Accessories,Home Office,3,153.25,459.75,283.73,176.02,0.3829
2023-01-22,Europe,United Kingdom,Office Supplies,Labels,Consumer,2,347.51,695.02,338.1,356.92,0.5135
2024-12-31,North America,Canada,Electronics,Phones,Corporate,3,228.26,684.78,436.73,248.05,0.3622
2023-04-15,Europe,Spain,Clothing,Shirts,Corporate,5,177.7,888.5,605.49,283.01,0.3185
2024-07-31,North America,United States,Office Supplies,Paper,Home Office,1,287.09,287.09,171.84,115.25,0.4014
2024-09-16,Europe,United Kingdom,Furniture,Storage,Consumer,5,74.04,370.2,165.72,204.48,0.5524
2022-11-13,Asia Pacific,Japan,Furniture,Tables,Home Office,2,485.07,970.14,562.67,407.47,0.42
2022-01-08,Asia Pacific,South Korea,Furniture,Desks,Home Office,3,257.71,773.13,492.76,280.37,0.3626
2022-07-31,Asia Pacific,South Korea,Office Supplies,Binders,Consumer,1,220.38,220.38,106.75,113.63,0.5156
2024-06-27,North America,Canada,Furniture,Chairs,Corporate,3,416.94,1250.82,730.22,520.6,0.4162
2022-08-15,Asia Pacific,Japan,Office Supplies,Labels,Consumer,5,211.9,1059.5,587.17,472.33,0.4458
2023-12-10,North America,Mexico,Furniture,Chairs,Consumer,3,330.04,990.12,773.27,216.85,0.219
2024-08-20,Latin America,Argentina,Clothing,Shoes,Corporate,2,442.12,884.24,444.91,439.33,0.4968
2023-01-27,Asia Pacific,Japan,Office Supplies,Binders,Home Office,4,264.26,1057.04,492.49,564.55,0.5341
2024-02-10,Asia Pacific,India,Electronics,Audio,Corporate,3,119.17,357.51,217.16,140.35,0.3926
2022-03-30,Europe,Italy,Electronics,Computers,Corporate,5,327.16,1635.8,1073.55,562.25,0.3437
2022-09-14,Asia Pacific,India,Clothing,Shirts,Home Office,1,363.29,363.29,227.8,135.49,0.373
2022-01-20,North America,Canada,Office Supplies,Labels,Consumer,4,213.45,853.8,439.87,413.93,0.4848
2022-12-10,Latin America,Colombia,Furniture,Tables,Corporate,3,301.01,903.03,694.55,208.48,0.2309
2023-03-29,Latin America,Argentina,Electronics,Phones,Home Office,3,462.25,1386.75,903.9,482.85,0.3482
2022-05-01,North America,Mexico,Office Supplies,Pens,Corporate,2,63.28,126.56,86.6,39.96,0.3157
2024-07-31,Europe,Germany,Clothing,Outerwear,Consumer,3,250.76,752.28,561.59,190.69,0.2535
2024-05-12,North America,United States,Electronics,Audio,Consumer,5,400.62,2003.1,975.45,1027.65,0.513
2023-11-07,Asia Pacific,India,Office Supplies,Pens,Consumer,5,273.96,1369.8,680.71,689.09,0.5031
2023-10-24,Latin America,Colombia,Clothing,Shoes,Consumer,3,132.11,396.33,252.88,143.45,0.3619
2022-12-12,Europe,Spain,Furniture,Storage,Corporate,2,207.32,414.64,167.61,247.03,0.5958
2023-02-20,Europe,Italy,Electronics,Phones,Home Office,1,221.84,221.84,163.49,58.35,0.263
2024-04-12,North America,Mexico,Office Supplies,Binders,Consumer,4,256.59,1026.36,512.94,513.42,0.5002
2023-10-28,Asia Pacific,Australia,Electronics,Audio,Consumer,2,71.22,142.44,92.26,50.18,0.3523
2022-10-22,North America,Mexico,Clothing,Shoes,Corporate,3,473.58,1420.74,695.95,724.79,0.5101
2023-02-07,Asia Pacific,Japan,Clothing,Shirts,Corporate,3,428.3,1284.9,893.95,390.95,0.3043
2023-01-11,Asia Pacific,Japan,Clothing,Pants,Corporate,4,107.08,428.32,313.06,115.26,0.2691
2024-11-12,North America,United States,Furniture,Chairs,Corporate,2,145.84,291.68,145.67,146.01,0.5006
2023-03-03,North America,United States,Furniture,Desks,Corporate,1,424.12,424.12,195.52,228.6,0.539
2024-09-01,Asia Pacific,China,Office Supplies,Pens,Home Office,4,87.07,348.28,172.99,175.29,0.5033
2023-12-12,North America,Canada,Electronics,Accessories,Consumer,2,131.78,263.56,119.35,144.21,0.5472
2022-07-16,North America,Canada,Electronics,Audio,Corporate,3,271.82,815.46,488.84,326.62,0.4005
2023-07-01,North America,Canada,Furniture,Tables,Home Office,3,473.69,1421.07,791.97,629.1,0.4427
2022-05-26,North America,Mexico,Furniture,Storage,Corporate,1,74.48,74.48,36.72,37.76,0.507
2022-03-14,Latin America,Brazil,Electronics,Computers,Home Office,3,452.68,1358.04,732.96,625.08,0.4603
2023-04-03,Asia Pacific,South Korea,Office Supplies,Paper,Home Office,4,63.94,255.76,173.1,82.66,0.3232
2023-10-06,Asia Pacific,India,Electronics,Accessories,Corporate,2,95.1,190.2,115.26,74.94,0.394
2022-09-27,Asia Pacific,India,Furniture,Chairs,Corporate,1,375.04,375.04,170.14,204.9,0.5463
2022-06-02,Asia Pacific,India,Furniture,Storage,Consumer,1,438.26,438.26,175.44,262.82,0.5997
2024-06-11,North America,Canada,Electronics,Audio,Consumer,1,164.05,164.05,102.52,61.53,0.3751
2024-02-29,Asia Pacific,India,Clothing,Shoes,Consumer,3,103.03,309.09,150.31,158.78,0.5137
2024-05-15,North America,Mexico,Electronics,Phones,Consumer,1,48.54,48.54,24.94,23.6,0.4862
2024-05-05,North America,United States,Furniture,Tables,Corporate,5,266.98,1334.9,831.52,503.38,0.3771
2023-03-01,North America,Canada,Clothing,Shirts,Corporate,2,281.88,563.76,251.18,312.58,0.5545
2024-11-06,Latin America,Chile,Electronics,Audio,Corporate,5,32.42,162.1,87.57,74.53,0.4598
2022-03-14,Latin America,Chile,Clothing,Pants,Corporate,4,96.29,385.16,159.34,225.82,0.5863
2024-09-08,Europe,Spain,Furniture,Chairs,Home Office,5,65.01,325.05,216.97,108.08,0.3325
2023-08-18,Latin America,Argentina,Furniture,Desks,Consumer,3,215.79,647.37,263.54,383.83,0.5929
2024-11-22,Europe,United Kingdom,Furniture,Chairs,Corporate,5,227.29,1136.45,856.57,279.88,0.2463
2024-01-31,North America,Mexico,Office Supplies,Binders,Corporate,5,278.83,1394.15,787.22,606.93,0.4353
2022-06-12,Asia Pacific,India,Clothing,Outerwear,Home Office,1,472.47,472.47,260.6,211.87,0.4484
2024-11-20,Latin America,Colombia,Office Supplies,Paper,Home Office,3,383.8,1151.4,871.94,279.46,0.2427
2022-06-22,Latin America,Chile,Office Supplies,Labels,Consumer,3,337.73,1013.19,727.72,285.47,0.2818
2024-04-03,Europe,France,Furniture,Chairs,Home Office,1,458.89,458.89,303.94,154.95,0.3377
2023-03-06,Europe,United Kingdom,Electronics,Computers,Corporate,5,419.1,2095.5,1128.3,967.2,0.4616
2023-11-10,Europe,Germany,Clothing,Shoes,Corporate,2,19.03,38.06,18.27,19.79,0.52
2024-02-15,Latin America,Colombia,Electronics,Computers,Corporate,1,191.88,191.88,118.77,73.11,0.381
2022-11-11,North America,United States,Furniture,Storage,Home Office,1,77.86,77.86,42.82,35.04,0.45
2023-08-18,Asia Pacific,Australia,Electronics,Phones,Corporate,3,299.03,897.09,370.09,527.0,0.5875
2022-03-16,Europe,Italy,Clothing,Shoes,Home Office,4,126.08,504.32,304.61,199.71,0.396
2022-10-04,Asia Pacific,India,Electronics,Accessories,Consumer,1,109.08,109.08,78.26,30.82,0.2825
2023-08-01,Europe,Italy,Furniture,Chairs,Consumer,1,294.33,294.33,152.0,142.33,0.4836
2023-10-03,Europe,Italy,Office Supplies,Pens,Consumer,4,348.9,1395.6,956.75,438.85,0.3145
2022-08-06,Latin America,Colombia,Office Supplies,Binders,Corporate,4,84.78,339.12,219.64,119.48,0.3523
2023-02-03,Asia Pacific,China,Clothing,Pants,Consumer,3,86.05,258.15,183.6,74.55,0.2888
2024-04-07,North America,United States,Furniture,Tables,Consumer,1,73.52,73.52,55.78,17.74,0.2413
2023-08-11,North America,Canada,Clothing,Shoes,Corporate,1,100.38,100.38,43.32,57.06,0.5684
2024-01-26,North America,Canada,Electronics,Computers,Home Office,1,175.04,175.04,98.92,76.12,0.4349
2024-06-02,North America,Mexico,Electronics,Computers,Consumer,5,72.27,361.35,220.74,140.61,0.3891
2023-08-25,Asia Pacific,India,Electronics,Accessories,Consumer,4,50.62,202.48,92.37,110.11,0.5438
2024-03-11,Asia Pacific,South Korea,Office Supplies,Binders,Corporate,2,17.26,34.52,16.02,18.5,0.5359
2023-06-16,Europe,France,Clothing,Pants,Home Office,1,129.72,129.72,75.83,53.89,0.4154
2024-08-04,North America,Canada,Office Supplies,Paper,Consumer,1,420.42,420.42,314.72,105.7,0.2514
2024-12-27,North America,Mexico,Furniture,Desks,Home Office,4,319.34,1277.36,925.92,351.44,0.2751
2023-06-24,North America,Mexico,Furniture,Desks,Consumer,4,51.78,207.12,104.69,102.43,0.4945
2022-07-09,North America,United States,Furniture,Storage,Corporate,5,80.08,400.4,208.81,191.59,0.4785
2024-09-22,Latin America,Argentina,Office Supplies,Paper,Consumer,2,138.3,276.6,141.72,134.88,0.4876
2023-02-10,North America,Mexico,Electronics,Phones,Home Office,1,162.9,162.9,126.98,35.92,0.2205
2023-12-02,North America,Mexico,Furniture,Tables,Corporate,1,228.02,228.02,144.77,83.25,0.3651
2022-01-05,Asia Pacific,Australia,Clothing,Shirts,Home Office,3,212.89,638.67,401.73,236.94,0.371
2023-07-17,North America,Canada,Clothing,Shirts,Corporate,5,234.8,1174.0,569.47,604.53,0.5149
2022-02-14,Europe,United Kingdom,Office Supplies,Binders,Corporate,3,164.2,492.6,221.7,270.9,0.5499
2022-11-09,Latin America,Chile,Clothing,Outerwear,Consumer,4,365.57,1462.28,600.89,861.39,0.5891
2023-03-16,Latin America,Chile,Office Supplies,Labels,Consumer,5,471.86,2359.3,1176.75,1182.55,0.5012
2022-08-07,Europe,Spain,Office Supplies,Paper,Consumer,4,482.1,1928.4,825.98,1102.42,0.5717
2024-02-29,North America,United States,Furniture,Desks,Corporate,3,124.53,373.59,159.2,214.39,0.5739
2022-04-04,Asia Pacific,India,Clothing,Pants,Consumer,1,49.79,49.79,39.76,10.03,0.2014
2024-04-11,Asia Pacific,Australia,Clothing,Shirts,Consumer,3,120.67,362.01,150.23,211.78,0.585
2023-08-15,North America,United States,Office Supplies,Labels,Corporate,5,206.0,1030.0,658.97,371.03,0.3602
2024-02-15,Asia Pacific,South Korea,Office Supplies,Paper,Corporate,1,450.11,450.11,224.42,225.69,0.5014
2022-08-07,North America,United States,Clothing,Shoes,Consumer,1,227.81,227.81,177.66,50.15,0.2201
2023-03-31,Latin America,Chile,Office Supplies,Pens,Consumer,1,227.63,227.63,100.45,127.18,0.5587
2022-06-01,Latin America,Brazil,Clothing,Shirts,Consumer,3,311.88,935.64,437.96,497.68,0.5319
2022-07-10,Asia Pacific,Australia,Office Supplies,Paper,Corporate,3,426.11,1278.33,727.56,550.77,0.4309
2023-07-27,Europe,Germany,Furniture,Storage,Home Office,5,367.9,1839.5,1460.51,378.99,0.206
2023-12-03,Asia Pacific,Japan,Furniture,Chairs,Corporate,1,411.09,411.09,283.96,127.13,0.3093
2024-01-08,Europe,United Kingdom,Electronics,Audio,Home Office,5,295.97,1479.85,819.68,660.17,0.4461
2024-04-07,Asia Pacific,Japan,Clothing,Shirts,Home Office,5,244.04,1220.2,893.9,326.3,0.2674
2023-04-28,North America,Canada,Furniture,Storage,Corporate,2,143.79,287.58,172.01,115.57,0.4019
2022-11-08,Europe,Italy,Office Supplies,Labels,Corporate,2,419.44,838.88,387.04,451.84,0.5386
2024-09-08,Latin America,Colombia,Electronics,Audio,Home Office,1,495.61,495.61,388.35,107.26,0.2164
2023-07-15,Europe,United Kingdom,Clothing,Shoes,Corporate,1,220.91,220.91,120.64,100.27,0.4539
2022-07-27,Latin America,Argentina,Office Supplies,Labels,Home Office,2,68.04,136.08,93.47,42.61,0.3131
2024-03-06,Europe,France,Electronics,Accessories,Home Office,5,283.07,1415.35,672.56,742.79,0.5248
2024-01-30,Asia Pacific,India,Office Supplies,Labels,Consumer,5,272.21,1361.05,868.88,492.17,0.3616
2022-02-01,North America,Canada,Office Supplies,Binders,Corporate,1,425.01,425.01,209.24,215.77,0.5077
2023-05-02,Asia Pacific,Japan,Clothing,Shirts,Home Office,5,492.93,2464.65,1377.77,1086.88,0.441
2022-11-06,Asia Pacific,Australia,Furniture,Chairs,Corporate,1,314.36,314.36,147.58,166.78,0.5305
2022-04-20,North America,United States,Electronics,Phones,Home Office,1,50.75,50.75,26.93,23.82,0.4694
2022-06-01,Latin America,Brazil,Clothing,Pants,Home Office,3,396.01,1188.03,935.19,252.84,0.2128
2024-11-19,North America,United States,Electronics,Computers,Consumer,1,339.57,339.57,211.35,128.22,0.3776
2022-10-14,Europe,Italy,Office Supplies,Labels,Home Office,5,35.1,175.5,117.96,57.54,0.3279
2024-04-09,Latin America,Argentina,Furniture,Tables,Consumer,1,139.21,139.21,70.3,68.91,0.495
2022-09-13,Latin America,Colombia,Furniture,Desks,Corporate,3,365.07,1095.21,468.84,626.37,0.5719
2022-10-11,Europe,United Kingdom,Furniture,Tables,Consumer,4,114.53,458.12,198.2,259.92,0.5674
2024-03-25,Asia Pacific,China,Clothing,Shoes,Consumer,2,415.95,831.9,384.52,447.38,0.5378
2024-04-26,Asia Pacific,China,Clothing,Pants,Corporate,5,102.74,513.7,393.1,120.6,0.2348
2022-05-16,Latin America,Colombia,Clothing,Outerwear,Consumer,2,82.2,164.4,117.15,47.25,0.2874
2022-05-19,Europe,Germany,Office Supplies,Pens,Home Office,2,443.9,887.8,580.64,307.16,0.346
2024-04-03,Latin America,Brazil,Furniture,Desks,Home Office,2,235.94,471.88,237.83,234.05,0.496
2023-10-20,Europe,Germany,Office Supplies,Pens,Home Office,4,383.19,1532.76,771.37,761.39,0.4967
2024-12-01,Asia Pacific,Japan,Clothing,Shoes,Home Office,1,437.33,437.33,329.54,107.79,0.2465
2022-06-02,Asia Pacific,Japan,Furniture,Chairs,Corporate,3,21.91,65.73,44.89,20.84,0.3171
2022-02-20,Asia Pacific,South Korea,Clothing,Shoes,Consumer,3,165.46,496.38,267.59,228.79,0.4609
2022-04-25,Latin America,Argentina,Clothing,Shoes,Home Office,1,94.15,94.15,51.08,43.07,0.4575
2022-07-20,Europe,United Kingdom,Office Supplies,Labels,Consumer,4,92.47,369.88,208.98,160.9,0.435
2024-03-23,Latin America,Brazil,Furniture,Tables,Consumer,3,259.27,777.81,333.67,444.14,0.571
2022-01-14,Europe,Italy,Office Supplies,Binders,Home Office,5,298.82,1494.1,1166.23,327.87,0.2194
2024-08-17,Europe,Spain,Furniture,Storage,Corporate,5,164.77,823.85,443.65,380.2,0.4615
2022-10-27,Asia Pacific,India,Office Supplies,Paper,Consumer,1,244.95,244.95,119.2,125.75,0.5134
2024-03-12,Latin America,Brazil,Furniture,Desks,Consumer,3,202.54,607.62,401.74,205.88,0.3388
2024-06-01,North America,United States,Furniture,Storage,Home Office,3,367.84,1103.52,512.2,591.32,0.5358
2023-03-02,North America,United States,Electronics,Audio,Corporate,2,25.72,51.44,40.08,11.36,0.2208
2022-10-27,Europe,France,Furniture,Desks,Consumer,2,401.69,803.38,333.99,469.39,0.5843
2024-08-24,Europe,United Kingdom,Furniture,Desks,Consumer,4,490.98,1963.92,1384.56,579.36,0.295
2023-08-19,Asia Pacific,Japan,Furniture,Chairs,Corporate,2,13.23,26.46,17.12,9.34,0.353
2022-02-16,Asia Pacific,Japan,Clothing,Outerwear,Home Office,1,224.06,224.06,153.84,70.22,0.3134
2024-09-30,Latin America,Argentina,Clothing,Outerwear,Consumer,2,316.11,632.22,437.66,194.56,0.3077
2023-12-25,Asia Pacific,China,Electronics,Phones,Corporate,1,25.86,25.86,11.53,14.33,0.5541
2023-09-14,Asia Pacific,Japan,Furniture,Desks,Consumer,2,348.14,696.28,282.1,414.18,0.5948
2024-05-06,North America,Canada,Furniture,Tables,Consumer,3,28.76,86.28,60.25,26.03,0.3017
2024-12-19,Europe,United Kingdom,Furniture,Storage,Home Office,2,439.81,879.62,576.94,302.68,0.3441
2023-02-09,Latin America,Chile,Furniture,Chairs,Corporate,5,79.36,396.8,310.57,86.23,0.2173
2022-03-03,North America,Canada,Clothing,Pants,Consumer,4,421.71,1686.84,1204.11,482.73,0.2862
2024-02-29,Latin America,Chile,Electronics,Computers,Consumer,1,134.58,134.58,68.82,65.76,0.4886
2023-06-02,North America,United States,Clothing,Shirts,Corporate,4,139.31,557.24,326.39,230.85,0.4143
2022-03-04,Asia Pacific,Australia,Office Supplies,Paper,Consumer,3,367.15,1101.45,482.43,619.02,0.562
2024-04-13,Asia Pacific,Japan,Clothing,Pants,Home Office,1,297.31,297.31,154.09,143.22,0.4817
2022-09-01,Asia Pacific,China,Office Supplies,Paper,Home Office,5,482.52,2412.6,1358.72,1053.88,0.4368
2024-05-01,North America,Mexico,Furniture,Chairs,Corporate,2,357.09,714.18,392.08,322.1,0.451
2023-05-16,Europe,Germany,Electronics,Audio,Home Office,5,104.62,523.1,304.66,218.44,0.4176
2024-06-30,Asia Pacific,Japan,Office Supplies,Binders,Home Office,1,477.78,477.78,353.72,124.06,0.2597
2023-09-19,Latin America,Colombia,Furniture,Storage,Home Office,2,301.95,603.9,252.85,351.05,0.5813
2022-08-07,North America,United States,Office Supplies,Pens,Corporate,3,258.21,774.63,444.76,329.87,0.4258
2023-01-07,Latin America,Colombia,Furniture,Desks,Consumer,2,50.4,100.8,58.27,42.53,0.4219
2024-12-24,North America,United States,Electronics,Audio,Corporate,5,446.54,2232.7,1346.32,886.38,0.397
2024-08-22,North America,Mexico,Clothing,Shirts,Corporate,2,97.26,194.52,154.97,39.55,0.2033
2023-03-27,Asia Pacific,Australia,Office Supplies,Binders,Home Office,2,32.15,64.3,44.66,19.64,0.3054
2023-12-24,Latin America,Colombia,Office Supplies,Labels,Corporate,5,307.56,1537.8,1139.56,398.24,0.259
2022-08-08,Europe,Spain,Furniture,Chairs,Home Office,3,381.71,1145.13,672.3,472.83,0.4129
2022-10-20,Latin America,Chile,Office Supplies,Paper,Consumer,4,10.28,41.12,25.82,15.3,0.3721
2024-01-01,Latin America,Brazil,Electronics,Audio,Home Office,2,98.95,197.9,140.63,57.27,0.2894
2023-02-17,Latin America,Colombia,Electronics,Phones,Home Office,2,143.42,286.84,164.37,122.47,0.427
2022-05-25,Europe,Italy,Furniture,Chairs,Home Office,4,147.57,590.28,449.2,141.08,0.239
2022-08-28,Europe,Italy,Clothing,Pants,Corporate,1,320.37,320.37,247.2,73.17,0.2284
2024-03-17,North America,United States,Furniture,Desks,Home Office,5,442.14,2210.7,1482.61,728.09,0.3293
2022-10-26,Asia Pacific,South Korea,Clothing,Shirts,Home Office,3,390.21,1170.63,922.06,248.57,0.2123
2024-08-15,Latin America,Argentina,Electronics,Phones,Home Office,1,240.43,240.43,143.92,96.51,0.4014
2023-08-06,Asia Pacific,Australia,Office Supplies,Labels,Home Office,3,436.08,1308.24,685.36,622.88,0.4761
2022-08-14,North America,Canada,Clothing,Pants,Home Office,4,76.36,305.44,200.4,105.04,0.3439
2023-12-05,Asia Pacific,Japan,Office Supplies,Labels,Corporate,5,63.47,317.35,176.57,140.78,0.4436
2023-06-15,Europe,France,Furniture,Storage,Home Office,5,372.98,1864.9,1090.64,774.26,0.4152
